time,ant,ejb,jpa,log4j,slf4j,guava,mockito,easymock,logback,jodatime,# osgi stuff,osgi,osgi-bundle,apache-felix,equinox,knopflerfish,jboss,cxf,apache-karaf,karaf,glassfish,bnd,aries,eclipse-gemini,eclipse-ecf,amdatu,pax-web,pax,aiolos,junit,junit4,# spring parts,spring,spring-mvc,spring-boot,spring-io,spring-xd,spring-cloud,spring-data,spring-batch,spring-security,spring-integration,spring hateoas,spring-social,spring-amqp,spring-webflow,# application servers,tomcat,jsp,jetty,jonas,geronimo,jboss-as-7,tomee,resin,weblogic,websphere,# apache commons,apache-commons-daemon,apache-commons-dateutils,apache-commons-dbcp,apache-commons-dbutils,apache-commons-digester,apache-commons-email,apache-commons-exec,apache-commons-fileupload,apache-commons-httpclient,apache-commons-io,apache-commons-jci,apache-commons-lang,apache-commons-lang3,apache-commons-logging,apache-commons-math,apache-commons-net,apache-commons-pool,apache-commons-scxml,apache-commons-vfs,apache-commons-csv,apache-commons,apache-commons-beanutils,apache-commons-cli,apache-commons-codec,apache-commons-collection,apache-commons-compress,apache-commons-config
2012-12-13,6094,1974,8190,2379,464,794,626,288,375,589,,1661,8,193,206,11,4122,1292,98,,2630,32,10,10,11,,8,28,,4227,662,,21160,7645,,,,,276,356,3041,235,,102,23,535,,9752,13317,1758,6,62,,,75,1556,1762,,9,1,120,5,44,40,31,61,139,22,4,17,,73,19,100,8,7,37,1,531,70,22,16,19,3,33
2012-12-20,6129,1990,8251,2401,468,801,632,291,381,598,,1675,8,197,206,11,4157,1306,101,,2660,34,10,10,11,,8,28,,4271,671,,21421,7725,,,,,286,362,3071,239,,103,23,536,,9833,13458,1778,6,64,,,75,1567,1785,,9,1,120,5,45,41,31,61,140,24,4,17,,74,19,101,8,7,37,1,534,71,23,16,20,3,33
2012-12-27,6161,2000,8289,2417,474,803,637,292,385,603,,1684,8,198,207,11,4187,1319,101,,2676,34,11,10,11,,8,28,,4299,675,,21600,7791,,,,,295,367,3095,245,,104,23,539,,9888,13557,1792,6,64,,,76,1575,1795,,9,1,120,5,45,42,31,62,140,24,4,17,,76,19,102,8,7,37,1,537,71,23,16,20,4,33
2013-01-03,6197,2009,8346,2430,475,805,640,293,388,603,,1687,8,198,207,11,4216,1321,102,,2689,34,12,10,11,,8,28,,4326,682,,21746,7860,,,,,299,371,3116,249,,104,23,542,,9949,13654,1807,6,64,,,77,1580,1810,,9,1,120,5,45,42,31,62,140,24,4,17,,76,19,102,8,7,37,1,538,72,23,16,20,4,34
2013-01-10,6245,2028,8409,2450,480,812,645,297,393,608,,1699,8,198,207,11,4257,1338,103,,2709,34,13,10,11,,8,29,,4364,691,,21999,7941,,,,,305,375,3147,256,,106,24,552,,10018,13786,1821,6,65,,,78,1597,1824,,9,1,123,5,45,42,31,64,140,24,4,17,,77,19,104,8,7,38,1,543,72,23,16,20,4,34
2013-01-17,6282,2052,8495,2474,486,823,650,299,398,620,,1712,9,201,210,11,4296,1352,103,,2734,34,13,11,11,,8,29,,4398,699,,22274,8053,,,,,311,381,3188,263,,109,24,559,,10099,13901,1840,6,65,,,78,1606,1837,,9,1,124,5,45,42,31,64,140,27,4,17,,78,19,105,8,7,38,1,544,72,24,16,21,4,34
2013-01-24,6339,2071,8566,2496,496,830,664,305,401,624,,1730,9,201,211,11,4333,1362,104,,2757,36,13,11,11,,8,29,,4437,705,,22535,8169,,,,,317,386,3230,268,,111,24,561,,10185,14064,1860,6,65,,,79,1620,1850,,10,1,126,5,45,42,31,64,142,30,4,17,,78,20,106,8,7,38,1,555,72,24,16,21,4,34
2013-01-31,6391,2088,8656,2519,501,836,671,308,404,630,,1742,13,203,212,11,4374,1378,106,,2770,36,13,11,11,,8,29,,4482,714,,22772,8274,,,,,319,387,3267,271,,115,25,568,,10265,14211,1877,6,66,,,79,1634,1869,,10,1,128,5,45,42,31,66,144,30,4,17,,79,23,108,8,7,38,1,560,72,24,16,22,5,34
2013-02-07,6445,2099,8751,2538,508,849,683,312,408,636,,1756,14,205,212,11,4412,1398,107,,2792,36,13,11,11,,8,29,,4541,726,,23016,8362,,,,,327,395,3300,280,,116,25,573,,10352,14367,1897,6,66,,,79,1645,1893,,10,1,128,5,45,42,31,67,146,30,4,17,,79,23,109,8,7,38,1,562,72,24,16,22,6,35
2013-02-14,6490,2121,8842,2558,516,855,694,313,412,650,,1768,14,206,213,11,4448,1407,108,,2817,36,14,11,11,,8,29,,4588,742,,23245,8438,,,,,331,400,3328,285,,119,25,576,,10443,14528,1913,6,66,,,79,1655,1910,,10,1,129,5,45,42,31,67,147,30,4,17,,79,23,110,8,7,38,1,567,72,24,16,22,6,35
2013-02-21,6534,2141,8939,2581,522,869,705,316,422,659,,1785,14,212,216,11,4469,1426,110,,2839,36,14,11,11,,8,29,,4642,751,,23485,8518,,,,,338,407,3365,288,,123,25,582,,10554,14685,1930,6,67,,,80,1662,1928,,10,1,131,6,45,42,31,68,150,30,4,17,,79,23,111,8,7,39,1,573,74,24,16,22,6,36
2013-02-28,6573,2169,9027,2602,533,879,713,318,430,663,,1797,14,212,217,12,4506,1440,114,,2857,37,14,11,11,,8,29,,4681,760,,23743,8636,,,,,343,411,3414,296,,125,25,588,,10663,14833,1957,6,71,,,81,1676,1937,,10,1,132,6,46,43,31,69,152,33,4,17,,82,23,112,8,7,39,1,579,74,24,16,22,10,36
2013-03-07,6616,2182,9120,2632,540,892,724,321,435,673,,1819,18,215,218,12,4547,1460,117,,2886,37,15,11,11,,8,29,,4726,772,,24018,8738,,,,,351,416,3455,300,,126,25,594,,10759,14966,1982,6,71,,,82,1698,1954,,10,1,133,7,46,43,31,70,154,34,4,17,,84,23,116,9,7,39,1,582,75,24,16,24,10,36
2013-03-14,6667,2205,9211,2646,542,899,737,324,439,687,,1838,22,216,219,13,4581,1484,121,,2911,37,16,11,12,,8,29,,4773,785,,24297,8862,,,,,366,422,3488,301,,129,27,597,,10836,15154,2005,6,72,,,82,1706,1974,,10,1,133,8,46,43,31,71,155,35,4,17,,84,25,118,9,7,40,1,589,76,24,16,24,10,37
2013-03-21,6720,2225,9288,2671,546,912,751,326,442,700,,1863,24,219,225,14,4627,1503,123,,2938,38,16,11,12,,8,29,,4826,796,,24582,9000,,,,,372,436,3539,304,,131,28,602,,10926,15318,2025,6,72,,,82,1725,1996,,10,1,133,9,46,44,33,71,156,36,4,17,,84,27,120,9,7,40,1,597,76,25,16,25,10,37
2013-03-28,6771,2251,9379,2687,552,916,763,332,448,707,,1875,26,219,231,15,4666,1517,124,,2958,38,16,11,12,,8,29,,4870,808,,24810,9095,,,,,381,443,3576,308,,131,28,608,,11021,15493,2051,6,72,,,83,1733,2018,,10,1,134,10,46,44,35,72,159,36,4,17,,85,27,122,9,7,40,1,600,77,25,17,25,10,37
2013-04-04,6829,2270,9457,2712,557,926,775,333,452,715,,1896,29,227,234,16,4696,1533,126,,2982,39,17,11,12,,8,29,,4904,817,,25036,9202,,,,,386,447,3602,315,,132,28,613,,11109,15690,2070,6,72,,,84,1747,2031,,10,1,134,11,46,44,35,73,161,36,4,18,,85,27,123,9,7,41,1,606,78,25,18,25,10,38
2013-04-11,6878,2295,9551,2740,566,938,787,336,459,721,,1910,30,230,235,16,4732,1549,127,,3008,40,17,11,12,,8,29,,4948,826,,25297,9314,,,,,393,453,3631,322,,134,28,621,,11205,15868,2098,6,73,,,84,1764,2055,,10,1,135,12,47,45,35,73,163,36,4,18,,85,27,124,9,7,42,1,610,81,25,19,25,10,40
2013-04-18,6923,2312,9637,2758,572,949,799,341,463,736,,1921,31,231,237,16,4759,1562,129,,3028,40,17,11,12,,8,29,,4997,828,,25544,9409,,,,,399,459,3665,329,,135,28,624,,11289,16031,2115,6,73,,,84,1784,2070,,10,1,135,12,47,45,35,75,166,36,4,18,,85,28,125,9,7,42,1,615,81,26,20,25,10,41
2013-04-25,6966,2328,9739,2780,576,958,809,345,466,743,,1937,33,232,241,16,4799,1583,129,,3060,40,17,11,12,,8,29,,5034,842,,25815,9542,,,,,409,463,3710,334,,136,28,633,,11372,16219,2144,6,73,,,87,1801,2081,,11,1,136,12,47,45,35,76,167,36,4,18,,86,28,126,9,7,42,1,618,81,26,21,26,10,42
2013-05-02,7004,2344,9846,2795,579,963,819,348,472,748,,1945,33,232,241,16,4819,1595,130,,3079,40,17,11,12,,8,29,,5071,849,,26074,9664,,,,,418,469,3751,337,,137,28,636,,11458,16375,2162,6,73,,,88,1810,2096,,11,1,136,12,47,45,35,76,169,36,4,18,,86,28,127,9,7,43,1,624,82,26,21,26,10,46
2013-05-09,7050,2364,9942,2814,589,969,833,353,479,755,,1962,36,237,243,16,4839,1604,133,,3099,40,17,11,12,,8,29,,5110,854,,26364,9790,,,,,430,475,3791,345,,142,29,640,,11550,16509,2171,6,73,,,88,1827,2111,,13,1,136,12,48,45,35,77,170,36,4,19,,86,29,128,9,7,45,1,629,82,26,21,27,10,46
2013-05-16,7093,2385,10026,2831,600,977,844,354,485,765,,1975,37,240,246,16,4859,1622,137,,3129,41,17,11,12,,8,29,,5161,861,,26600,9891,,,,,436,481,3829,347,,144,30,644,,11635,16662,2190,7,74,,,88,1843,2125,,13,1,136,12,48,46,35,77,171,36,4,19,,86,29,130,9,7,45,1,634,83,26,21,27,10,46
2013-05-23,7140,2414,10122,2848,607,979,857,357,493,771,,1993,39,243,247,16,4895,1636,137,,3151,42,17,12,12,1,8,29,,5208,867,,26867,10000,,,,,446,484,3857,351,,144,31,646,,11716,16795,2219,7,74,,,90,1861,2141,,13,1,138,12,48,46,36,77,173,36,4,19,,86,29,130,9,7,45,1,636,85,26,21,28,10,46
2013-05-30,7186,2434,10203,2864,616,982,863,362,503,780,,2008,40,248,248,16,4932,1654,137,,3173,43,17,12,12,1,10,29,,5270,880,,27119,10098,,,,,459,488,3901,356,,145,31,651,,11815,16943,2236,7,74,,,90,1875,2152,,13,1,139,12,48,46,36,77,177,36,4,19,,87,31,130,9,7,45,1,641,85,26,21,28,10,46
2013-06-06,7232,2462,10291,2886,621,994,869,367,518,787,,2037,43,249,256,16,4956,1667,138,,3191,43,18,12,12,1,11,29,,5314,889,,27385,10213,,,,,465,494,3938,362,,151,31,655,,11901,17073,2251,7,74,,,90,1892,2165,,13,1,141,12,48,46,36,77,177,36,4,20,,88,33,130,9,7,45,1,647,85,26,21,28,10,46
2013-06-13,7272,2474,10377,2910,625,999,883,370,522,798,,2053,45,253,258,16,4981,1685,139,,3208,43,18,12,12,1,11,29,,5349,897,,27621,10323,,,,,474,499,3976,370,,152,31,663,,11989,17206,2268,7,75,,,90,1901,2176,,13,1,142,12,48,46,36,77,178,36,4,20,,88,33,130,9,7,45,1,652,85,26,21,28,10,46
2013-06-20,7320,2492,10446,2932,632,1005,895,372,527,811,,2071,48,253,259,16,5012,1701,140,,3229,43,20,12,12,1,11,29,,5389,905,,27863,10439,,,,,484,509,4010,375,,157,34,666,,12077,17331,2284,7,76,,,90,1913,2191,,13,1,144,13,48,46,37,79,181,37,4,20,,89,33,131,9,7,45,1,657,86,26,21,28,10,46
2013-06-27,7360,2517,10533,2956,634,1012,905,374,531,822,,2086,50,257,259,17,5041,1719,141,,3257,45,20,12,12,1,11,29,,5435,915,,28096,10565,,,2,,489,513,4045,383,,161,35,669,,12171,17492,2299,7,76,,,90,1931,2210,,13,1,144,13,48,46,38,80,184,37,4,20,,89,33,132,9,7,45,1,657,86,26,21,28,10,47
2013-07-04,7403,2541,10607,2974,637,1023,919,376,532,829,,2108,57,262,261,17,5071,1732,144,,3276,47,21,12,12,1,11,29,,5471,923,,28330,10681,,,2,,494,524,4081,394,,163,35,675,,12265,17643,2329,7,78,,,90,1942,2229,,13,1,145,13,48,46,39,81,186,38,4,21,,89,33,132,9,7,45,1,665,87,27,21,28,11,47
2013-07-11,7452,2559,10694,2991,641,1030,927,376,536,836,,2127,60,263,266,17,5109,1748,147,,3297,47,21,12,13,1,11,29,,5511,931,,28560,10792,,,2,,501,533,4116,400,,167,35,678,,12338,17773,2351,7,80,,1,90,1955,2244,,13,1,145,14,48,46,39,81,187,38,4,21,,89,33,132,9,7,45,1,669,87,27,21,28,11,47
2013-07-18,7504,2581,10790,3013,646,1036,941,378,544,843,,2142,64,266,266,17,5136,1759,150,,3323,47,22,12,13,1,11,29,,5557,943,,28801,10912,,,2,,504,536,4150,411,,170,35,682,,12436,17911,2366,7,83,,1,90,1971,2263,,13,1,147,14,48,46,39,81,188,38,4,21,,89,33,132,10,7,45,1,671,88,27,21,28,11,47
2013-07-25,7537,2598,10880,3030,652,1041,957,382,551,850,,2160,67,266,271,17,5174,1770,153,,3343,47,22,12,13,1,11,29,,5604,956,,29082,11044,,,2,,510,542,4195,419,,171,37,685,,12524,18075,2393,7,84,,1,90,1992,2275,,13,1,150,14,49,46,39,83,189,40,4,21,,89,34,133,10,7,45,1,673,88,27,21,28,11,47
2013-08-01,7571,2624,10971,3044,655,1049,967,384,556,855,,2181,69,267,273,17,5208,1787,156,,3364,47,22,13,13,1,11,29,,5653,968,,29361,11169,,,2,,526,552,4227,430,,173,37,689,,12605,18249,2419,7,84,,2,90,2000,2293,,13,1,151,14,49,46,41,83,189,41,4,21,,89,34,137,10,7,45,1,680,89,27,22,29,11,48
2013-08-08,7603,2642,11044,3065,661,1058,986,386,563,860,,2192,70,269,274,18,5240,1796,159,,3392,47,23,13,13,1,11,29,,5710,979,,29637,11309,,,2,,535,558,4266,436,,175,37,690,,12692,18412,2434,7,86,,3,90,2016,2315,,13,1,151,14,49,46,41,84,189,41,4,21,,89,35,139,10,7,45,1,687,89,27,22,29,12,49
2013-08-15,7648,2661,11120,3085,669,1069,1000,390,574,863,,2209,78,269,277,18,5264,1812,160,,3417,47,24,13,13,1,11,29,,5753,990,,29891,11444,,,2,,543,566,4298,444,,176,37,694,,12767,18532,2450,7,86,,3,92,2033,2337,,13,1,152,15,49,46,41,85,192,41,4,21,,89,35,140,10,7,46,1,693,89,28,22,29,12,49
2013-08-22,7690,2683,11201,3104,671,1080,1006,391,581,870,,2230,86,273,278,20,5299,1827,163,,3446,47,24,13,13,1,11,29,,5784,996,,30128,11557,,,2,,555,570,4329,449,,178,37,698,,12847,18652,2467,7,88,,5,92,2052,2353,,13,1,152,15,49,46,41,87,193,42,4,21,,89,36,141,10,7,46,1,699,90,28,22,30,12,49
2013-08-29,7726,2694,11283,3134,679,1092,1019,393,588,875,,2256,95,282,279,20,5333,1835,164,,3472,47,24,13,13,1,11,29,,5824,1008,,30415,11702,,,2,,574,579,4363,451,,180,38,703,,12947,18794,2481,7,88,,5,93,2059,2371,,13,1,152,15,49,46,41,87,193,42,4,21,,89,36,141,10,7,47,1,702,91,28,22,30,12,49
2013-09-05,7773,2714,11373,3151,688,1102,1030,399,588,883,,2271,100,286,280,22,5364,1848,167,,3501,47,24,13,13,1,11,29,,5876,1017,,30679,11839,,,2,,584,587,4405,457,,185,42,705,,13051,18953,2493,7,89,,5,93,2074,2379,,13,1,154,15,49,46,41,87,196,42,4,22,,89,36,141,10,7,47,1,707,91,29,22,30,13,50
2013-09-12,7825,2736,11461,3173,696,1108,1042,399,593,893,,2290,104,287,282,22,5405,1858,171,,3520,47,24,13,13,1,12,29,,5913,1021,,30956,11958,,,2,,595,595,4435,461,,188,45,709,,13145,19089,2514,7,90,,5,93,2094,2391,,13,1,156,15,49,47,41,88,199,45,4,23,,90,36,141,10,7,48,1,712,92,29,22,30,14,50
2013-09-19,7868,2749,11555,3196,703,1114,1051,400,600,899,,2306,106,292,285,22,5453,1866,174,,3534,47,24,13,13,1,12,29,,5963,1027,,31257,12083,1,,3,,608,602,4484,465,,191,47,715,,13241,19245,2528,7,90,,7,93,2106,2403,,13,1,156,15,51,47,41,89,199,45,4,24,,90,36,141,10,7,48,1,718,93,29,22,30,14,51
2013-09-26,7916,2760,11635,3212,714,1121,1069,402,605,905,,2317,108,292,287,22,5490,1884,176,,3549,47,24,13,13,1,12,29,,6010,1042,,31510,12232,2,,3,,621,608,4524,479,,194,48,718,,13342,19421,2539,7,90,,8,94,2125,2420,,13,1,157,15,51,47,41,90,199,47,4,24,,91,36,141,10,7,48,1,724,93,29,22,30,14,51
2013-10-03,7956,2778,11721,3237,717,1134,1079,405,610,911,,2336,111,295,290,22,5536,1897,178,,3576,47,24,13,13,1,12,30,,6052,1049,,31799,12350,4,,3,,633,621,4565,487,,196,48,724,,13462,19568,2560,7,90,,9,94,2143,2438,,13,1,157,15,52,47,41,90,203,47,4,24,,91,37,141,10,7,48,1,725,93,29,22,30,14,52
2013-10-10,8005,2794,11804,3259,725,1143,1087,408,615,918,,2354,120,299,292,22,5569,1913,178,,3600,48,25,13,13,1,12,30,,6098,1054,,32098,12500,6,,5,,644,632,4604,497,,197,51,734,,13564,19730,2574,7,91,,11,94,2165,2459,,13,1,158,15,54,47,41,91,206,48,4,24,,93,37,142,10,8,49,1,733,94,29,22,30,14,52
2013-10-17,8048,2807,11892,3271,733,1148,1098,415,623,929,,2366,121,301,292,22,5601,1931,180,,3619,48,25,13,13,1,12,30,,6154,1064,,32365,12627,7,,6,,651,637,4643,499,,197,52,741,,13664,19901,2585,7,92,,15,96,2183,2474,,13,1,158,15,54,47,41,92,206,48,4,24,,94,38,143,10,8,50,1,737,95,30,22,30,14,52
2013-10-24,8100,2833,11966,3297,738,1152,1117,421,630,939,,2384,122,306,296,22,5645,1948,183,,3643,48,26,13,13,1,12,30,,6217,1075,,32665,12762,10,,6,,664,641,4701,506,,200,52,747,,13779,20058,2606,7,92,,16,96,2197,2486,,13,1,158,15,54,47,41,93,207,48,4,24,,94,38,143,10,8,50,1,743,96,30,22,30,14,52
2013-10-31,8148,2855,12065,3314,743,1159,1131,424,637,944,,2402,123,306,300,22,5692,1960,183,,3664,49,27,13,13,1,12,30,,6259,1086,,32951,12885,17,,6,,675,649,4728,512,,203,52,755,,13907,20229,2619,7,92,,17,98,2221,2504,,13,1,158,16,54,47,41,93,211,48,4,24,,94,38,143,10,8,50,1,748,96,30,22,30,14,54
2013-11-07,8184,2874,12156,3336,745,1167,1149,425,641,950,,2421,125,312,301,23,5724,1972,187,,3690,51,27,13,13,1,13,30,,6291,1091,,33196,12987,19,,6,,689,653,4765,522,,205,54,758,,13991,20352,2638,7,93,,17,99,2244,2514,,13,1,160,16,54,47,41,94,211,50,4,24,,94,38,143,11,8,51,1,749,97,32,23,30,14,54
2013-11-14,8235,2895,12253,3352,750,1172,1165,427,646,963,,2445,129,320,305,23,5765,1988,190,,3715,52,27,13,13,1,14,30,,6350,1093,,33475,13111,24,,6,,699,660,4806,529,,207,56,763,,14110,20529,2655,7,93,,17,99,2260,2531,,13,2,161,16,54,47,41,94,213,51,4,24,,95,39,145,11,9,51,1,756,97,32,24,30,14,54
2013-11-21,8277,2923,12358,3374,754,1177,1181,429,654,970,,2466,130,324,308,23,5815,1997,190,,3749,54,27,13,13,2,14,30,,6407,1102,,33755,13237,30,,7,,714,671,4839,538,,209,56,764,,14214,20701,2674,7,93,,17,100,2276,2542,,13,2,163,16,54,47,41,95,213,51,4,25,,95,39,145,11,9,52,1,761,97,32,25,32,14,54
2013-11-28,8331,2937,12452,3393,758,1183,1192,435,662,979,,2477,131,326,310,23,5864,2015,190,,3778,54,27,13,13,2,14,31,,6462,1106,,34057,13357,39,,7,,725,680,4872,545,,212,56,767,,14323,20868,2691,7,93,,20,101,2286,2555,,13,2,163,17,57,47,41,96,213,51,4,25,,95,39,147,11,9,53,1,763,97,32,25,32,14,54
2013-12-05,8373,2953,12556,3409,765,1192,1202,436,667,985,,2502,140,330,314,23,5901,2027,194,,3801,54,28,16,13,2,14,32,,6492,1112,,34335,13493,41,1,9,,738,692,4919,555,,213,57,769,,14408,21023,2713,7,93,,21,102,2302,2574,,13,2,164,17,58,48,41,98,215,51,4,25,,95,39,148,11,9,53,1,767,97,33,25,32,14,54
2013-12-12,8419,2975,12651,3425,770,1199,1213,439,673,987,,2520,143,333,316,23,5942,2044,199,,3827,55,28,16,13,2,14,32,,6534,1116,,34674,13641,52,1,9,,745,706,4961,566,,214,58,770,,14523,21207,2735,7,93,,25,102,2314,2586,,13,2,165,17,58,48,41,98,215,54,4,26,,95,41,148,11,9,53,1,768,97,33,25,32,14,54
2013-12-19,8459,3002,12755,3447,774,1207,1224,443,677,997,,2534,145,334,316,23,5984,2055,199,,3843,55,28,16,13,2,14,33,,6577,1123,,34953,13762,58,1,9,,753,710,5008,574,,216,60,771,,14640,21400,2760,7,93,,27,102,2327,2595,,13,2,165,17,58,48,41,98,215,54,4,26,,95,41,148,11,9,53,1,770,97,33,25,32,14,54
2013-12-26,8492,3011,12814,3465,779,1213,1236,446,678,1004,,2547,150,338,317,24,6009,2068,203,,3856,55,28,16,13,2,14,33,,6609,1127,,35186,13870,70,1,9,,764,715,5045,579,,216,60,776,,14720,21546,2778,7,93,,27,102,2334,2601,,13,2,165,17,58,48,41,98,216,55,4,26,,96,41,150,11,9,53,1,774,98,33,25,32,14,54
2014-01-02,8523,3026,12864,3480,788,1220,1246,448,683,1009,,2554,151,339,317,24,6037,2078,205,,3873,55,28,16,13,2,14,33,,6638,1130,,35388,13990,75,1,9,,771,719,5072,587,,217,63,777,,14791,21661,2788,7,93,,27,102,2343,2605,,13,2,165,17,58,48,41,98,216,55,4,26,,96,41,150,11,9,53,1,776,98,33,25,32,14,54
2014-01-09,8565,3043,12944,3499,796,1230,1258,452,686,1019,,2564,156,340,320,24,6068,2094,207,,3893,55,28,16,13,2,14,33,,6680,1137,,35689,14131,82,1,10,,784,728,5110,592,,219,63,781,,14888,21846,2805,7,93,,27,103,2355,2626,,13,2,165,17,58,48,41,98,220,56,4,26,,99,44,150,11,9,54,1,778,98,33,25,32,14,54
2014-01-16,8601,3055,13029,3519,799,1241,1271,455,691,1029,,2585,158,342,323,24,6106,2106,210,1,3920,56,28,16,13,2,14,33,,6719,1142,,36022,14263,91,1,10,,805,741,5166,598,,219,64,784,,15003,22022,2824,7,93,,27,104,2375,2637,,13,2,165,20,58,48,41,99,225,58,4,26,,101,44,151,11,9,54,1,781,98,33,25,32,14,54
2014-01-23,8640,3074,13099,3540,806,1250,1284,458,699,1044,,2608,163,346,326,24,6146,2124,211,2,3939,57,28,16,13,2,14,33,,6763,1153,,36343,14390,101,1,10,,817,756,5215,611,,223,65,792,,15096,22185,2838,7,93,,27,104,2395,2651,,13,2,168,20,58,48,41,100,227,58,4,27,,102,45,151,11,9,54,1,785,99,33,26,32,14,54
2014-01-30,8697,3098,13228,3561,816,1257,1301,460,705,1056,,2622,164,349,327,24,6196,2136,211,2,3967,57,28,16,13,2,14,33,,6821,1163,,36700,14543,114,1,11,,834,769,5263,627,,224,65,796,,15202,22344,2856,7,93,,28,104,2406,2667,,13,2,169,20,58,48,41,102,227,60,4,27,,103,45,153,11,9,55,1,790,99,33,26,32,14,55
2014-02-06,8731,3114,13344,3576,822,1268,1309,461,711,1067,,2639,171,350,329,24,6237,2151,213,2,3981,57,28,16,13,2,14,33,,6870,1170,,37041,14674,123,1,11,,843,787,5317,633,,227,66,802,,15320,22510,2869,7,93,,28,104,2414,2684,,13,2,169,20,58,48,42,102,228,60,4,28,,103,45,154,11,9,55,1,796,100,33,26,32,14,55
2014-02-13,8768,3142,13453,3590,829,1275,1321,466,721,1076,,2658,174,352,329,24,6290,2173,218,3,4003,57,28,16,13,3,14,33,,6917,1186,,37373,14794,134,1,11,,863,795,5365,643,,231,67,805,,15444,22678,2891,7,93,,30,105,2433,2704,,13,2,170,20,58,48,42,102,229,60,4,28,,105,46,154,11,9,55,1,799,101,33,26,32,14,55
2014-02-20,8813,3168,13557,3613,837,1285,1331,473,733,1088,,2676,178,357,331,24,6330,2187,219,3,4027,57,28,16,13,3,15,33,,6970,1193,,37730,14951,143,2,11,,881,803,5415,649,,233,69,811,,15559,22853,2911,7,93,,31,105,2448,2719,,13,2,170,20,58,48,43,103,229,60,4,28,,105,46,159,11,9,56,1,802,101,34,26,32,14,55
2014-02-27,8857,3188,13672,3640,847,1305,1345,475,738,1098,,2688,180,360,332,24,6373,2198,220,6,4049,57,28,16,13,3,15,33,,7034,1199,,38083,15094,147,2,11,,898,818,5464,658,,236,70,814,,15646,23054,2928,7,95,,32,107,2462,2735,,13,2,172,20,58,48,43,104,230,60,4,28,,105,47,160,12,9,56,1,807,102,34,26,32,15,55
2014-03-06,8907,3206,13790,3661,858,1314,1360,478,744,1105,,2702,182,363,335,24,6413,2206,224,7,4067,58,28,16,13,3,15,33,,7088,1206,,38397,15214,157,3,11,,912,831,5515,668,,238,71,815,,15754,23230,2950,7,95,,34,109,2483,2750,,13,2,172,20,58,48,43,106,231,60,4,28,,106,47,161,12,9,56,1,810,103,34,26,32,15,55
2014-03-13,8962,3229,13901,3684,867,1319,1371,479,754,1112,,2724,186,365,339,24,6450,2220,229,11,4095,58,28,16,13,3,15,33,,7133,1213,,38804,15358,168,3,14,,920,845,5563,683,,244,72,817,,15876,23423,2969,8,95,,36,111,2494,2768,,13,2,174,20,58,48,43,107,231,60,4,29,,107,47,161,12,9,56,1,818,106,34,26,32,15,56
2014-03-20,9011,3242,14008,3699,873,1325,1386,484,761,1130,,2739,189,366,342,24,6497,2237,234,13,4122,58,28,16,13,3,15,33,,7190,1217,,39176,15515,186,3,14,,936,856,5627,690,,245,73,822,,16023,23649,2983,8,95,,40,113,2512,2787,,13,2,174,20,58,48,43,108,231,60,4,29,,107,47,162,13,9,56,1,821,106,34,26,32,15,56
2014-03-27,9066,3259,14115,3715,878,1335,1412,485,766,1140,,2760,192,367,345,24,6541,2254,239,20,4152,58,28,16,13,3,16,33,,7255,1223,,39532,15681,199,3,14,,963,862,5678,697,,246,75,824,,16134,23836,3000,8,95,,42,113,2531,2803,,13,2,175,21,58,48,43,109,235,60,4,30,,109,47,162,13,9,56,1,823,108,34,26,33,15,56
2014-04-03,9104,3281,14222,3725,886,1345,1431,486,769,1156,,2778,196,371,347,24,6587,2269,242,22,4177,58,28,16,13,4,16,33,,7306,1236,,39918,15847,220,3,15,,989,875,5734,708,,249,75,827,,16259,24047,3019,8,98,,45,113,2546,2814,,13,2,175,21,59,48,46,110,239,61,4,30,,109,48,162,14,9,57,1,829,109,34,26,34,15,56
2014-04-10,9144,3301,14327,3752,891,1355,1447,492,774,1165,,2800,197,374,349,24,6630,2283,245,27,4203,58,28,16,13,4,16,33,,7364,1245,,40300,16009,244,3,16,,1007,889,5777,718,,252,77,828,,16369,24275,3029,8,98,,46,113,2568,2825,,13,2,175,21,59,48,46,111,239,61,4,30,,109,49,163,14,9,58,1,834,112,34,26,34,15,56
2014-04-17,9191,3319,14424,3771,895,1367,1456,493,786,1172,,2811,199,376,349,24,6676,2298,247,28,4222,58,28,16,13,4,16,33,,7416,1254,,40655,16150,266,5,16,,1020,909,5826,729,,252,80,831,,16487,24472,3049,8,98,,46,113,2579,2832,,13,2,176,21,59,48,46,112,241,62,4,30,,110,50,163,15,9,58,1,836,113,34,26,34,15,56
2014-04-24,9234,3332,14520,3783,900,1371,1476,495,795,1176,,2828,201,380,349,24,6713,2314,248,30,4240,59,29,16,13,4,16,33,,7468,1261,,40971,16273,282,6,19,,1039,922,5862,738,,252,85,834,,16582,24662,3060,8,99,,47,113,2586,2844,,13,2,177,21,59,49,46,112,242,62,4,30,,110,50,163,15,9,58,1,836,113,34,27,34,15,56
2014-05-01,9275,3355,14624,3813,909,1379,1488,499,805,1182,,2848,205,383,350,25,6755,2332,249,34,4275,60,29,16,13,4,16,33,,7510,1267,,41330,16438,305,6,19,,1059,941,5905,747,,253,89,838,,16701,24858,3078,8,99,,48,113,2599,2855,,13,2,180,21,59,49,46,112,243,63,4,30,,111,50,163,16,10,58,1,838,113,36,27,34,15,56
